# algorithm=org.fhcrc.cpas.tools.FeatureStrategyPeakClusters
# date=Tue Mar 14 10:12:41 PST 2006
# filter= --scanFirst=5000 --scanLast=10000
# java.vendor=Sun Microsystems Inc.
# java.version=1.5.0_06
# origSourceFile=ms1features_3.tsv
# revision=3841
# user.name=dhmay
scan	time	mz	accurateMZ	mass	intensity	charge	chargeStates	kl	background	median	peaks	scanFirst	scanLast	scanCount	totalIntensity	description
6633	2333.38	409.77377	false	1635.066	1991.1641	4	1	0.65919787	0.0	0.0	3	6603	6645	8	26678.06	
6597	2320.86	412.7539	false	411.74664	1380.8241	1	1	0.35154763	0.0	0.0	2	6592	6621	6	11556.055	
6382	2245.55	413.11108	false	412.10382	6111.5605	1	1	0.25532636	0.0	0.0	2	6370	6405	7	45821.3	
8968	3162.97	413.18076	false	824.347	1924.6193	2	1	0.6885861	0.0	0.0	2	8957	8995	8	16165.544	
8271	2914.03	413.36884	false	1649.4463	1589.4409	4	1	0.79387003	0.0	0.0	3	8248	8289	8	13942.794	
8550	3012.48	413.6016	false	1650.3773	1216.6107	4	1	0.9780281	0.0	0.0	3	8532	8562	6	11453.5	
7067	2485.12	413.7609	false	412.75363	6216.2974	1	1	0.7338208	0.0	0.0	2	7027	7084	11	70627.266	
5327	1875.26	416.769	true	831.5235	60076.62	2	1	0.13343167	0.0	0.0	3	5280	5372	17	1242073.6	
8474	2985.58	416.97223	false	831.92993	836.3793	2	1	0.7023579	0.0	0.0	2	8468	8497	6	6376.542	
5100	1797.04	417.22888	false	832.44324	9095.797	2	1	0.88506573	0.0	0.0	2	5052	5129	14	178862.36	
8692	3064.05	417.54816	false	833.0818	1101.9392	2	1	0.92787087	0.0	25.780685	2	8674	8698	5	6334.2114	
9047	3191.5	418.75003	false	417.74277	894.7819	1	1	0.35608715	0.0	0.0	2	9031	9053	5	5599.4233	
7284	2561.07	419.20764	false	836.40076	1039.2167	2	1	0.79645216	0.0	0.0	2	7267	7296	6	17675.857	
5153	1815.28	420.05963	false	838.10474	2097.6772	2	1	0.92755425	0.0	0.0	2	5141	5171	6	22460.96	
5901	2075.93	420.21295	false	838.4114	4927.799	2	1	0.8308743	0.0	0.0	2	5878	5907	6	32206.076	
8082	2846.11	420.9739	false	1259.8999	2173.9822	3	1	0.60895646	0.0	0.0	3	8059	8088	6	17030.018	
9174	3236.21	421.61108	false	841.20764	620.11707	2	1	0.93383706	0.0	0.0	2	9146	9184	8	11151.895	
8594	3029.03	421.73096	false	841.4474	1454.353	2	1	0.672358	0.0	0.0	3	8589	8617	6	9632.441	
5431	1911.25	422.81607	false	843.6176	2673.183	2	1	0.77998215	0.0	0.0	2	5425	5449	5	18484.814	
9792	3454.66	422.93692	true	843.8593	459.44623	2	1	0.6855864	0.0	0.0	2	9786	9810	5	4169.921	
5706	2006.37	423.5843	true	1267.7311	22756.307	3	1	0.478481	0.0	0.0	3	5677	5727	10	299850.28	
5355	1885.45	424.77194	true	847.52936	46871.953	2	1	0.13578224	0.0	11.456305	3	5315	5395	15	789419.6	
7462	2624.76	425.18677	false	424.1795	1559.7694	1	1	0.26980704	0.0	0.0	2	7445	7468	5	10970.695	
5177	1823.26	425.24948	false	848.48444	3257.249	2	1	0.31896022	0.0	0.0	3	5153	5194	8	43010.93	
8521	3002.21	426.14865	false	850.2828	705.4874	2	1	0.6287808	0.0	0.0	2	8515	8544	6	6332.576	
7078	2489.39	426.23392	false	850.4533	3113.4792	2	1	0.8400121	0.0	0.0	2	7078	7102	5	20700.22	
5188	1827.2	426.92328	false	851.83203	1580.0688	2	1	0.9680992	0.0	0.0	2	5177	5210	7	22941.203	
7348	2583.44	427.004	false	851.99347	1859.1843	2	1	0.7861235	0.0	0.0	2	7342	7365	5	16546.066	
8789	3098.91	428.2574	false	854.50024	1298.9988	2	1	0.69181705	0.0	0.0	2	8777	8800	5	8373.927	
9242	3261.01	428.54984	false	1282.6277	819.26117	3	1	0.5051847	0.0	243.48206	3	9218	9247	6	12131.906	
9311	3285.48	430.75302	false	429.74576	681.2825	1	1	0.3547482	0.0	136.0561	2	9299	9323	5	6796.2656	
5052	1780.82	430.76636	true	859.5182	75310.46	2	1	0.116662666	0.0	432.22977	4	5022	5088	12	966554.8	
6586	2316.72	432.04083	false	431.03357	1962.9478	1	1	0.5327915	0.0	0.0	2	6562	6603	8	22674.467	
6031	2120.79	433.2871	false	864.5597	2083.6746	2	1	0.39437577	0.0	0.0	3	6025	6048	5	18823.3	
7973	2806.77	433.879	false	432.87173	1868.1118	1	1	0.27417108	0.0	0.0	2	7967	7991	5	10512.031	
9976	3519.83	434.54645	false	433.53918	950.41077	1	1	0.2302618	0.0	0.0	2	9964	10000	7	6963.527	
6452	2270.11	434.61612	false	1300.8265	3290.773	3	1	0.48574775	0.0	0.0	3	6440	6462	5	26356.912	
7767	2732.02	435.1267	false	434.11945	2290.849	1	1	0.60023034	0.0	0.0	2	7762	7784	5	14423.643	
8760	3088.64	436.01224	false	1740.0199	959.8307	4	1	0.67933	0.0	0.0	3	8755	8777	5	5972.742	
7824	2752.62	436.81302	false	435.80576	2269.9263	1	1	0.76798445	0.0	0.0	2	7813	7836	5	14793.357	
8800	3102.92	436.8889	false	871.76324	753.1733	2	1	0.7785273	0.0	0.0	2	8783	8806	5	5446.352	
6025	2118.76	437.24524	false	872.47595	8621.506	2	1	0.800353	0.0	0.0	4	6002	6042	8	90731.766	
7336	2579.34	437.2778	false	872.5411	2278.442	2	1	0.8325613	0.0	0.0	2	7320	7353	7	18003.064	
7720	2715.3	437.3212	false	1308.9418	2289.8218	3	1	0.44032264	0.0	0.0	3	7696	7732	7	18522.633	
5106	1798.94	438.72906	true	875.4436	10162.187	2	1	0.4145133	0.0	0.0	4	5082	5141	11	173197.27	
6116	2151.45	439.13034	false	438.12308	2734.4404	1	1	0.82960427	0.0	0.0	2	6098	6122	5	16884.678	
5389	1897.55	439.73483	true	877.45514	36720.953	2	1	0.15618491	0.0	0.0	3	5355	5425	13	570333.3	
7284	2561.07	440.42447	false	1757.6688	2214.478	4	1	0.35934785	0.0	0.0	4	7267	7302	7	23984.639	
7429	2612.48	440.6639	false	879.3133	1643.6658	2	1	0.9271915	0.0	0.0	2	7411	7435	5	10959.68	
9264	3269.22	441.1531	false	880.2917	806.3258	2	1	0.8064046	0.0	0.0	2	9247	9275	6	5987.002	
6434	2264.08	441.3407	false	440.33344	3399.7766	1	1	0.31163943	0.0	0.0	2	6411	6446	7	26493.094	
6574	2312.62	441.69598	false	440.68872	2374.2026	1	1	0.53800523	0.0	0.0	2	6562	6586	5	19339.693	
5443	1915.31	442.33426	false	882.654	2344.79	2	1	0.9424398	0.0	0.0	2	5431	5460	6	21559.65	
8428	2969.15	442.6437	false	441.63644	2079.5842	1	1	0.18782152	0.0	0.0	2	8416	8438	5	11587.003	
7468	2626.79	442.76505	false	441.75778	2184.3901	1	1	0.5625886	0.0	0.0	2	7462	7485	5	18177.562	
6295	2215.31	443.97223	false	885.92993	1271.6052	2	1	0.791025	0.0	0.0	2	6279	6300	5	10456.519	
9480	3344.52	444.28098	false	886.5474	699.70435	2	1	0.7373338	0.0	0.0	2	9470	9492	5	5695.2266	
6717	2362.14	445.12064	true	444.11337	29552.41	1	1	0.20636576	16102.879	6426.912	2	6693	6751	11	591284.44	
9815	3462.76	446.37076	false	445.3635	669.17267	1	1	0.76936793	0.0	0.0	2	9804	9826	5	5408.672	
7702	2709.09	447.379	false	446.37173	1908.7286	1	1	0.88512397	0.0	0.0	2	7684	7714	6	14463.66	
5677	1996.37	448.24997	false	894.4854	4554.5723	2	1	0.91329277	0.0	0.0	2	5671	5694	5	37310.9	
5389	1897.55	448.25613	true	894.49774	17692.674	2	1	0.15019478	0.0	0.0	3	5367	5419	10	190098.11	
5606	1971.97	448.688	false	447.68073	2360.002	1	1	0.47054318	0.0	0.0	3	5588	5612	5	15564.195	
6376	2243.51	448.7357	true	895.45685	85311.26	2	1	0.17906375	0.0	0.0	3	6347	6411	12	1047653.5	
7578	2665.68	450.49393	false	449.48666	1644.1279	1	1	0.31761852	0.0	0.0	2	7561	7590	6	14422.412	
9122	3217.9	451.7556	true	901.4967	5777.7764	2	1	0.9640216	0.0	0.0	2	9065	9174	20	134323.05	
6104	2147.32	452.91724	true	1355.73	60303.258	3	1	0.5464098	0.0	0.0	3	6066	6139	14	829376.25	
7348	2583.44	453.0797	false	452.07245	936.9353	1	1	0.3543483	0.0	0.0	2	7330	7359	6	15321.716	
9866	3481.33	453.33218	false	452.32492	416.666	1	1	0.39321238	0.0	0.0	2	9844	9888	9	4392.86	
9792	3454.66	454.30658	false	1359.898	3403.1636	3	1	0.6545487	0.0	0.0	3	9762	9820	11	47826.727	
5506	1937.55	454.93054	true	1361.7698	19031.62	3	1	0.07602287	0.0	0.0	4	5483	5536	10	280015.12	
8486	2989.66	455.0731	false	1816.2633	800.9563	4	1	0.80145633	0.0	0.0	3	8468	8503	7	13420.035	
7847	2760.96	455.23282	false	908.4511	1507.0602	2	1	0.80816466	0.0	0.0	2	7830	7865	7	14542.381	
7859	2765.19	455.94446	false	909.8744	1458.0867	2	1	0.9538782	0.0	0.0	2	7847	7871	5	12244.072	
7813	2748.37	456.59076	false	911.167	1105.9297	2	1	0.7797083	0.0	0.0	2	7801	7824	5	9228.225	
5694	2002.26	457.57538	true	1369.7043	32722.988	3	1	0.5785694	0.0	0.0	3	5659	5727	13	394314.88	
5395	1899.52	457.912	false	1827.6189	3030.8086	4	1	0.89923185	0.0	0.0	3	5389	5419	6	24991.996	
5542	1949.72	458.27982	true	914.5451	41864.023	2	1	0.17258388	0.0	0.0	3	5518	5571	10	471899.6	
5100	1797.04	459.26953	true	916.52454	114358.25	2	1	0.19545059	0.0	0.0	3	5058	5135	14	1643151.9	
5733	2016.69	459.3095	false	458.30225	21108.127	1	1	0.31085265	0.0	0.0	2	5653	5785	24	585939.4	
7038	2474.59	460.46918	false	459.4619	1448.6499	1	1	0.38966158	0.0	5.927527	2	7027	7050	5	12000.058	
5240	1845.04	461.7485	true	921.4825	51246.703	2	1	0.10771497	0.0	0.0	4	5183	5286	19	1238127.1	
7596	2671.76	462.4025	false	461.39523	1352.3966	1	1	0.4553869	0.0	0.0	2	7590	7614	5	9333.809	
8973	3164.97	463.57098	false	462.56372	883.7185	1	1	0.9848804	0.0	0.0	3	8963	8985	5	5357.814	
8422	2967.15	464.1389	false	926.26324	1606.647	2	1	0.92151874	0.0	211.45644	2	8422	8450	6	14965.677	
8928	3148.4	465.64075	false	464.63348	1323.2069	1	1	0.4166797	0.0	0.0	2	8912	8934	5	7237.415	
8197	2887.33	465.78543	true	929.55634	124121.6	2	1	0.18391111	0.0	0.0	3	8162	8248	16	2071585.5	
6255	2200.8	467.2474	false	466.24014	5859.1973	1	1	0.32926536	0.0	0.0	2	6232	6273	8	71961.45	
7342	2581.4	468.27197	true	934.5294	108838.2	2	1	0.19713633	0.0	0.0	3	7302	7381	15	1660069.8	
9636	3399.6	468.33102	false	467.32376	770.81555	1	1	0.38675737	0.0	0.0	2	9612	9654	8	9478.136	
5321	1873.18	469.2429	false	936.47125	3587.2065	2	1	0.99376446	0.0	0.0	2	5315	5345	6	32403.416	
6370	2241.56	470.06003	false	938.1055	3110.5796	2	1	0.999044	0.0	0.0	2	6347	6376	6	19450.3	
7876	2771.44	471.1043	false	1410.2911	1806.7283	3	1	0.44456613	0.0	0.0	3	7847	7882	7	15871.78	
9168	3234.14	471.97852	false	470.97125	510.50858	1	1	0.6559839	0.0	0.0	2	9157	9179	5	4094.6611	
8888	3133.94	472.091	false	1413.2512	1281.4836	3	1	0.3606718	0.0	0.0	3	8859	8900	8	11130.812	
5327	1875.26	472.5197	false	943.0249	3019.0088	2	1	0.9584785	0.0	0.0	2	5309	5333	5	26268.96	
7853	2763.06	472.53632	false	471.52905	1518.0723	1	1	0.9138576	0.0	0.0	2	7847	7876	6	12486.915	
9134	3222.05	472.68182	false	471.67456	1379.4266	1	1	0.20208336	0.0	0.0	2	9128	9151	5	8648.789	
5129	1807.08	472.7648	true	943.5151	36087.242	2	1	0.1878871	0.0	0.0	3	5094	5171	14	668078.9	
5671	1994.43	472.9775	false	471.97025	2853.3364	1	1	0.3671737	0.0	0.0	2	5659	5689	6	19330.24	
5623	1977.98	473.29547	false	472.2882	26394.42	1	1	0.5718499	0.0	0.0	3	5576	5659	15	420106.9	
5683	1998.23	473.5882	false	472.58093	7914.299	1	1	0.2726283	0.0	0.0	2	5665	5706	8	75174.03	
9877	3485.37	474.32028	false	946.62604	548.61145	2	1	0.7437905	0.0	1.8860126	2	9856	9882	6	4192.7227	
7231	2542.51	474.3685	false	1420.0837	2394.7283	3	1	0.54319483	0.0	0.0	4	7219	7255	7	18276.527	
6869	2415.72	475.15338	false	474.14612	4394.353	1	1	0.5616056	0.0	72.73388	2	6852	6875	5	28477.252	
8289	2920.08	475.92517	false	474.9179	1259.9908	1	1	0.23698838	0.0	0.0	2	8277	8311	7	10429.809	
8830	3113.35	478.6854	false	477.67813	1088.9012	1	1	0.25412065	0.0	108.58279	2	8818	8842	5	6882.597	
6968	2450.3	479.9178	false	478.91052	22781.984	1	1	0.5853497	0.0	0.0	2	6898	7050	27	748187.75	
6037	2122.85	480.09442	false	479.08716	2616.62	1	1	0.3611987	0.0	0.0	2	6020	6054	7	25457.078	
6457	2272.08	480.1667	false	479.15942	1649.9458	1	1	0.54985005	0.0	0.0	2	6440	6474	7	28074.88	
6255	2200.8	480.80118	false	959.5878	1534.4199	2	1	0.93542904	0.0	0.0	2	6232	6261	6	12717.479	
5256	1851.23	481.2778	true	960.5411	41841.047	2	1	0.21670538	0.0	0.0	3	5210	5298	16	971140.2	
7172	2521.97	481.6127	true	1441.8163	83030.65	3	1	0.12303993	0.0	0.0	4	7137	7207	13	1263981.1	
8628	3041.29	481.79	false	961.5655	1565.9775	2	1	0.6644921	0.0	0.0	3	8611	8633	5	10133.094	
5395	1899.52	482.27774	false	1443.8114	26369.867	3	1	0.2676359	0.0	0.0	4	5367	5425	11	344945.72	
9406	3318.06	482.8774	false	963.7403	479.71747	2	1	0.9048458	0.0	0.0	2	9395	9417	5	3947.9045	
9151	3228.2	483.0223	false	482.01505	1014.8891	1	1	0.65011936	0.0	0.0	2	9128	9174	9	8874.6045	
9762	3444.4	483.20142	false	964.3883	589.87103	2	1	0.7745004	0.0	0.0	2	9756	9780	5	3698.6604	
6128	2155.45	483.26535	true	1446.7743	67422.164	3	1	0.6700586	0.0	0.0	3	6104	6157	10	686398.3	
5194	1829.05	483.2694	true	964.5243	129197.68	2	1	0.24372248	0.0	0.0	4	5165	5228	12	1544109.5	
5790	2037.41	484.14856	true	483.1413	3356.5044	1	1	0.81015766	0.0	0.0	2	5773	5796	5	19480.426	
8606	3033.02	484.4077	false	483.40045	1202.1116	1	1	0.85250825	0.0	0.0	3	8606	8628	5	8667.159	
5419	1907.42	484.7463	true	967.4781	118712.89	2	1	0.22469771	0.0	0.0	3	5378	5460	15	1670324.1	
6066	2132.96	485.44443	false	484.43716	1362.9763	1	1	0.90911686	0.0	0.0	2	6054	6082	6	18641.066	
9670	3411.95	486.46326	false	970.912	831.6417	2	1	0.8284771	0.0	0.0	2	9670	9692	5	4739.687	
6382	2245.55	486.9595	false	485.95224	34061.496	1	1	0.37487838	0.0	0.0	2	6352	6405	10	296626.28	
5647	1986.32	487.22702	true	972.4395	86226.71	2	1	0.21858928	0.0	0.0	3	5606	5683	14	1486627.9	
6376	2243.51	487.26678	false	486.25952	17332.844	1	1	0.4468344	0.0	0.0	2	6352	6400	9	229364.62	
8732	3078.38	488.71173	false	975.40894	1139.7087	2	1	0.9041269	0.0	0.0	2	8721	8743	5	6818.0566	
9792	3454.66	488.92734	false	487.92007	836.10626	1	1	0.30393317	0.0	0.0	2	9774	9804	6	5936.7236	
9253	3265.12	490.25864	true	978.50275	8911.504	2	1	0.3120454	0.0	0.0	3	9230	9275	9	96685.164	
5623	1977.98	490.3294	false	489.32214	27457.973	1	1	0.37101966	0.0	0.0	2	5588	5659	13	425725.66	
5449	1917.37	490.59842	true	1468.7734	76867.57	3	1	0.6923759	0.0	0.0	3	5407	5477	13	965847.8	
5843	2055.43	490.6093	true	1468.8062	76001.734	3	1	0.7109737	0.0	0.0	3	5808	5872	12	730296.25	
5076	1788.93	490.6111	false	1468.8115	6463.207	3	1	0.92425185	0.0	0.0	3	5058	5100	8	61464.293	
5177	1823.26	490.94824	true	1469.823	20520.205	3	1	0.6311765	0.0	0.0	3	5159	5199	8	182718.12	
7485	2632.91	491.76068	false	981.50684	2145.3972	2	1	0.9858707	0.0	0.0	2	7468	7491	5	18970.342	
8600	3031.05	491.9361	true	1472.7865	18668.133	3	1	0.6246884	0.0	0.0	3	8573	8628	11	214331.12	
5274	1857.3	492.08337	false	491.0761	1608.9055	1	1	0.3455733	0.0	0.0	2	5256	5303	9	27683.127	
7853	2763.06	493.93378	true	1478.7795	29658.734	3	1	0.11006868	0.0	0.0	4	7819	7888	13	447177.25	
9733	3434.28	493.9978	false	985.9811	445.68726	2	1	0.8897258	0.0	0.0	2	9727	9756	6	3950.5168	
5500	1935.54	494.0503	false	1972.1721	8651.07	4	1	0.8190929	0.0	0.0	4	5477	5524	9	122490.664	
5641	1984.27	494.94873	true	1481.8245	17500.068	3	1	0.61606365	0.0	0.0	3	5612	5665	10	227659.1	
9630	3397.52	494.97162	false	987.9287	441.46088	2	1	0.8540107	0.0	0.0	2	9624	9648	5	3398.9265	
9365	3303.8	495.0843	false	494.07703	520.8064	1	1	0.4696723	0.0	0.0	2	9353	9377	5	4895.3633	
8704	3068.21	495.15936	false	494.1521	1050.3053	1	1	0.7300352	0.0	0.0	2	8698	8721	5	6608.9814	
5889	2071.87	495.1771	false	2470.849	2474.1812	5	1	0.5898002	0.0	0.0	4	5872	5895	5	18687.787	
9670	3411.95	496.31592	false	495.30865	693.70514	1	1	0.6974714	0.0	0.0	2	9654	9675	5	4794.2314	
5183	1825.28	497.26498	false	496.25772	8136.2915	1	1	0.40302896	0.0	0.0	4	5153	5194	8	69552.91	
7423	2610.53	497.9363	false	496.92905	2498.0225	1	1	0.9760092	0.0	0.0	2	7399	7445	9	23611.805	
8209	2891.36	499.97107	false	498.9638	787.52924	1	1	0.43059823	0.0	0.0	2	8197	8220	5	6366.7275	
7167	2519.89	500.32693	true	998.63934	59377.535	2	1	0.22830951	0.0	0.0	3	7137	7201	12	931541.8	
9888	3489.41	500.53802	false	499.53076	395.56726	1	1	0.21241239	0.0	0.0	2	9872	9905	7	5848.391	
7027	2470.47	500.64368	false	499.6364	1141.4536	1	1	0.35541877	0.0	0.0	2	7010	7032	5	11035.889	
8254	2907.71	501.23346	false	500.2262	910.95264	1	1	0.64364016	0.0	0.0	2	8242	8266	5	7651.473	
5011	1766.51	501.2996	true	1000.58466	12409.877	2	1	0.24854416	0.0	0.0	3	4982	5040	11	216532.42	
9624	3395.42	502.29666	false	1002.5788	1227.6396	2	1	0.93873835	0.0	0.0	2	9612	9648	7	8602.892	
6352	2235.43	502.79886	true	1003.5832	106627.79	2	1	0.24307603	0.0	0.0	3	6318	6388	13	1537617.9	
6457	2272.08	503.22095	false	2008.8547	3885.0789	4	1	0.27561384	0.0	408.68185	4	6428	6457	6	29934.756	
9692	3420.08	503.32117	true	1506.9417	4981.299	3	1	0.6311679	35.308865	174.79008	3	9670	9727	11	64112.008	
8957	3158.88	503.49997	false	502.4927	1339.9381	1	1	0.3614401	0.0	0.0	2	8940	8963	5	7535.4185	
6681	2349.88	503.5497	false	2010.1698	12992.114	4	1	0.43446687	0.0	0.0	6	6669	6693	5	98010.195	
7278	2558.99	503.7907	true	1005.5669	146066.69	2	1	0.029975204	0.0	0.0	4	7237	7320	15	2030205.1	
5802	2041.34	503.93262	true	502.92535	19932.365	1	1	0.35028264	0.0	0.0	2	5785	5843	11	221088.55	
5808	2043.39	504.27774	false	503.27048	14861.343	1	1	0.33606806	0.0	0.0	2	5790	5819	6	112660.414	
6823	2399.16	504.29144	false	503.28418	6560.0664	1	1	0.30660883	0.0	328.9923	2	6787	6841	10	85353.29	
5536	1947.77	504.7907	true	1007.5669	55609.96	2	1	0.33994278	0.0	0.0	4	5506	5565	11	686953.5	
5188	1827.2	505.25946	false	504.2522	2429.4949	1	1	0.30523583	0.0	0.0	2	5171	5194	5	18458.217	
6255	2200.8	505.29688	true	1512.8689	61585.598	3	1	0.72857076	0.0	0.0	3	6214	6300	16	1119356.1	
6191	2178.11	506.24207	true	1010.4696	125305.47	2	1	0.043765765	0.0	0.0	4	6157	6226	13	1787276.8	
8737	3080.29	506.37177	false	505.3645	675.2744	1	1	0.3285565	0.0	0.0	3	8726	8749	5	5456.2344	
5028	1772.67	506.9362	true	1517.7867	16826.365	3	1	0.641145	0.0	0.0	3	4999	5052	10	215363.3	
5292	1863.31	506.93634	true	1517.7872	19318.943	3	1	0.6609617	0.0	0.0	3	5268	5309	8	185483.34	
5401	1901.49	507.52777	false	506.5205	3306.7705	1	1	0.35515025	0.0	0.0	2	5378	5407	6	19344.848	
5005	1764.5	507.80545	false	1013.5964	11652.674	2	1	0.39801672	0.0	0.0	3	4970	5034	12	202680.44	
8242	2903.53	507.8725	false	506.86523	1285.008	1	1	0.64983433	0.0	0.0	2	8231	8260	6	10962.9	
5407	1903.58	508.28735	false	1014.5602	12246.838	2	1	0.40555117	0.0	0.0	3	5378	5483	19	186893.69	
8532	3006.31	508.33914	false	507.33188	657.6261	1	1	0.31414562	0.0	0.0	2	8521	8544	5	5419.4326	
7744	2723.65	508.4298	false	507.42255	2041.6716	1	1	0.46893567	0.0	0.0	2	7738	7767	6	13937.882	
9681	3416.05	508.99625	true	1523.9669	4009.9932	3	1	0.55351114	0.0	0.0	3	9665	9698	7	42368.094	
8025	2825.46	509.32178	true	1016.629	35893.188	2	1	0.24887885	0.0	0.0	3	7991	8077	16	648222.94	
9899	3493.48	510.55554	false	509.54828	705.3393	1	1	0.7413944	0.0	0.0	2	9882	9911	6	5693.1426	
6633	2333.38	510.95407	true	1529.8405	37251.453	3	1	0.615171	0.0	0.0	4	6592	6693	18	625216.0	
5488	1931.49	511.2507	true	1020.4869	59671.848	2	1	0.25689426	0.0	92.44957	3	5454	5530	14	813495.06	
5256	1851.23	511.30096	true	1020.5874	48472.438	2	1	0.24930187	0.0	11.680832	3	5228	5286	11	580457.5	
9007	3177.28	511.65494	false	510.64767	541.1161	1	1	0.5849287	0.0	0.0	2	8995	9019	5	4489.687	
8428	2969.15	512.281	true	1533.8213	4086.8696	3	1	0.5682225	0.0	0.0	3	8404	8462	11	41251.89	
9894	3491.46	512.87823	false	511.87097	668.5969	1	1	0.30124262	0.0	0.0	2	9888	9911	5	4965.309	
5711	2008.51	513.75616	false	1538.2467	1687.5892	3	1	0.9428896	0.0	0.0	3	5700	5727	6	21438.54	
7973	2806.77	513.98303	false	512.97577	2181.459	1	1	0.29141432	0.0	0.0	2	7967	7997	6	15535.768	
5878	2067.82	515.7886	true	1029.5626	32708.322	2	1	0.23678115	0.0	0.0	3	5843	5925	15	575550.1	
6746	2372.52	515.8014	true	1029.5883	15607.193	2	1	0.22000894	0.0	0.0	3	6723	6781	11	209259.98	
5665	1992.42	516.0834	false	515.0761	1842.8829	1	1	0.59989905	0.0	0.0	2	5659	5683	5	11532.027	
8100	2852.32	516.5168	false	515.5095	2540.62	1	1	0.9518401	0.0	0.0	2	8094	8116	5	16856.682	
5177	1823.26	517.2568	false	516.2495	4323.299	1	1	0.30784494	0.0	0.0	2	5171	5194	5	22593.553	
5629	1980.04	517.2797	false	1548.8174	21371.316	3	1	0.84766537	0.0	0.0	4	5612	5653	8	244567.9	
9882	3487.42	517.30554	false	516.2983	516.06134	1	1	0.37932616	0.0	0.0	2	9877	9899	5	4954.677	
6031	2120.79	517.3227	true	516.3154	37900.53	1	1	0.41243255	0.0	0.0	2	5996	6066	13	548001.2	
7067	2485.12	517.6832	false	516.67596	2547.8467	1	1	0.69464964	0.0	0.0	2	7067	7090	5	19105.463	
5931	2086.15	518.3011	false	1034.5876	5720.341	2	1	0.33335295	0.0	381.75385	3	5913	5973	11	92700.12	
9832	3468.85	518.4499	false	517.4426	330.10855	1	1	0.2932699	0.0	0.0	2	9804	9832	6	4497.232	
5762	2026.86	518.58527	true	1552.734	38737.324	3	1	0.65426755	0.0	0.0	4	5739	5790	10	440897.84	
5937	2088.24	520.2775	true	1038.5405	83634.93	2	1	0.27929953	0.0	0.0	3	5907	5973	12	1264013.8	
