# algorithm=org.fhcrc.cpas.tools.FeatureStrategyPeakClusters
# date=Tue Mar 14 09:42:21 PST 2006
# filter= --scanFirst=5000 --scanLast=10000
# java.vendor=Sun Microsystems Inc.
# java.version=1.5.0_06
# origSourceFile=ms1features_1.tsv
# revision=3841
# user.name=dhmay
scan	time	mz	accurateMZ	mass	intensity	charge	chargeStates	kl	background	median	peaks	scanFirst	scanLast	scanCount	totalIntensity	description
8600	3155.23	458.12607	false	457.1188	257.97504	1	1	0.34634805	0.0	0.0	2	8595	8618	5	2115.7778	
6129	2264.7	458.352	false	457.34473	2115.127	1	1	0.21126081	0.0	0.0	2	6124	6152	6	11979.944	
9610	3523.63	460.43393	false	2297.1333	331.2009	5	1	0.6435843	0.0	0.0	4	9594	9627	7	3280.0698	
7005	2581.24	460.66666	false	459.6594	685.412	1	1	0.33696172	0.0	0.0	2	6993	7017	5	7576.3706	
6186	2285.66	464.23694	false	926.45935	2394.926	2	1	0.926339	0.0	0.0	2	6174	6198	5	14907.6	
7503	2759.35	464.45636	false	926.8982	417.39496	2	1	0.71357644	0.0	0.0	2	7486	7521	7	8729.995	
8056	2959.19	465.01987	false	928.0252	357.27322	2	1	0.902136	0.0	0.0	2	8045	8067	5	3060.8433	
6372	2352.71	465.78522	true	929.5559	63596.305	2	1	0.043247912	0.0	0.0	3	6319	6423	19	1268434.8	
6505	2400.84	466.51416	false	931.0138	496.24036	2	1	0.791591	0.0	0.0	2	6487	6521	7	10272.186	
9357	3429.45	466.62708	false	465.6198	277.70795	1	1	0.54680693	0.0	0.0	2	9328	9369	8	4508.997	
7734	2842.55	467.08002	false	466.07275	926.9664	1	1	0.10754661	0.0	55.646065	3	7705	7795	17	16918.924	
7337	2700.8	467.10468	false	1864.3896	603.4331	4	1	0.977605	0.0	0.0	4	7320	7343	5	5601.9155	
8606	3157.32	467.3847	false	932.7549	410.71027	2	1	0.83609813	0.0	0.0	2	8595	8624	6	3142.3953	
5530	2048.15	468.27164	true	934.52875	42284.555	2	1	0.18840617	0.0	0.0	3	5485	5596	20	915063.7	
6940	2558.32	468.69803	false	935.38153	925.4021	2	1	0.84175384	0.0	0.0	2	6922	6964	8	8710.616	
7052	2598.05	468.86465	false	467.8574	648.69696	1	1	0.5612802	0.0	0.0	2	7035	7070	7	9494.764	
9589	3515.24	468.925	false	935.83545	310.64667	2	1	0.64309657	0.0	0.0	2	9578	9600	5	2639.8677	
8842	3241.16	469.616	false	937.21747	269.55774	2	1	0.802136	0.0	0.0	2	8830	8859	6	3703.9265	
9533	3494.21	469.8889	false	468.88162	493.51575	1	1	0.6051565	0.0	0.0	2	9510	9544	7	3791.2324	
5625	2081.4	470.78952	true	939.5645	8726.691	2	1	0.15698057	0.0	0.0	3	5608	5655	9	101124.445	
5187	1925.32	471.1239	false	940.2333	2655.8843	2	1	0.6235109	0.0	0.0	3	5170	5210	8	26768.84	
5468	2025.24	471.81784	false	941.62115	2224.2195	2	1	0.96848756	0.0	0.0	2	5456	5479	5	18698.367	
9323	3416.69	472.23508	false	471.2278	281.58533	1	1	0.47631764	0.0	0.0	2	9317	9346	6	2633.2349	
5566	2060.47	473.29312	false	472.28586	1333.2241	1	1	0.395293	0.0	0.0	2	5548	5572	5	10733.417	
7603	2794.68	474.0384	false	946.06226	370.36072	2	1	0.69762677	0.0	0.0	2	7597	7620	5	3336.2878	
9471	3471.01	474.8003	false	1895.1721	369.13464	4	1	0.6600946	0.0	0.0	3	9455	9476	5	2794.2437	
6324	2335.97	476.2652	false	475.25793	3168.9739	1	1	0.5941072	102.142914	1122.2161	2	6319	6348	6	41562.652	
6665	2459.61	478.6244	false	955.23425	913.5359	2	1	0.9061713	0.0	0.0	2	6659	6683	5	7094.129	
5062	1879.55	478.6603	false	477.65305	2500.0679	1	1	0.72589725	0.0	0.0	2	5044	5067	5	16991.752	
5625	2081.4	478.71393	false	955.4133	2200.5342	2	1	0.5673529	0.0	95.656105	3	5602	5631	6	16493.168	
8144	2990.49	478.85004	false	955.68555	450.93304	2	1	0.7476169	0.0	0.0	2	8126	8149	5	3375.0884	
5885	2173.78	478.86115	false	477.85388	1905.5793	1	1	0.2672506	0.0	0.0	2	5874	5897	5	15189.351	
9820	3601.36	478.94443	false	955.8743	504.5503	2	1	0.80658776	0.0	6.5720572	2	9803	9826	5	3333.93	
8889	3257.64	479.88904	false	957.76355	363.29974	2	1	0.7938264	0.0	0.0	2	8877	8907	6	4191.5137	
5416	2006.5	479.92966	true	1436.7672	18973.77	3	1	0.5818902	0.0	0.0	3	5299	5479	32	521210.88	
6313	2331.76	479.96436	false	478.9571	1068.2861	1	1	0.22209693	0.0	0.0	2	6283	6319	7	10495.399	
5631	2083.52	481.6121	true	1441.8145	29588.398	3	1	0.60406363	0.0	0.0	3	5572	5697	22	653199.8	
5625	2081.4	483.64902	false	965.2835	1757.5577	2	1	0.93747884	0.0	0.0	2	5619	5643	5	11553.689	
6452	2382.05	484.19446	false	966.3744	954.12744	2	1	0.84986186	0.0	0.0	2	6429	6457	6	6881.1074	
8696	3188.61	484.22223	false	966.42993	338.6303	2	1	0.73977077	0.0	0.0	2	8684	8708	5	2950.2637	
9369	3433.45	484.57318	false	1450.6978	312.1994	3	1	0.28170514	0.0	0.0	4	9357	9381	5	2558.574	
8951	3280.69	485.44446	false	968.8744	640.12445	2	1	0.47793752	0.0	5.139843	3	8946	8969	5	4886.417	
6510	2402.91	485.77997	false	484.7727	458.35535	1	1	0.5020012	0.0	0.0	2	6510	6533	5	7372.5645	
5958	2201.25	486.37756	false	485.3703	1361.6002	1	1	0.24785845	0.0	0.0	2	5953	5975	5	14761.174	
5985	2211.88	486.55493	false	1942.1907	1620.3208	4	1	0.8970088	0.0	0.0	3	5975	5995	5	13703.509	
8388	3077.68	486.80212	false	485.79486	313.09875	1	1	0.52515036	0.0	0.0	2	8364	8394	6	2840.679	
6892	2541.41	488.2318	false	974.4491	786.1292	2	1	0.82078075	0.0	0.0	2	6881	6904	5	6656.892	
7474	2748.98	489.99072	false	977.9669	543.0361	2	1	0.7831454	0.0	0.0	2	7457	7480	5	4952.083	
8917	3268.1	490.17532	false	1467.5042	396.4281	3	1	0.49737057	0.0	0.0	3	8912	8941	6	3200.9387	
5380	1994.07	490.1908	false	1467.5505	7064.1914	3	1	0.9847546	0.0	0.0	4	5368	5404	7	60796.883	
5293	1962.76	490.3466	false	489.33932	1678.969	1	1	0.45599303	0.0	0.0	2	5275	5299	5	13468.664	
9621	3527.65	490.67355	false	489.6663	653.243	1	1	0.1928904	0.0	0.0	2	9610	9633	5	3898.1187	
5140	1908.75	490.8841	false	489.87683	2164.6055	1	1	0.37771568	0.0	0.0	2	5129	5152	5	18101.516	
7041	2593.86	491.5215	false	490.51425	644.64716	1	1	0.29501325	0.0	0.0	2	7029	7052	5	5364.5537	
6725	2480.45	491.9353	true	1472.7842	7799.8745	3	1	0.5400409	0.0	0.0	3	6677	6776	18	167728.58	
8248	3027.74	493.45584	false	492.44858	511.18164	1	1	0.602649	0.0	0.0	2	8231	8254	5	5029.3276	
6168	2279.39	493.93365	true	1478.7792	8749.659	3	1	0.094006926	0.0	0.0	4	6124	6215	17	196448.11	
8243	3025.62	494.98428	false	493.97702	288.66904	1	1	0.3170614	0.0	0.0	2	8231	8266	7	2560.133	
9306	3410.43	496.58337	false	495.5761	303.34393	1	1	0.5423259	0.0	0.0	2	9294	9317	5	2500.7688	
7974	2930.01	496.59625	false	991.178	550.73895	2	1	0.91781074	0.0	0.0	2	7963	7991	6	4759.1	
7197	2650.47	497.2495	false	992.4845	603.85547	2	1	0.91725886	0.0	0.0	2	7191	7220	6	5644.0723	
6824	2516.07	497.38107	false	496.3738	795.447	1	1	0.74008113	0.0	0.0	2	6794	6824	6	5403.089	
6394	2361.06	497.83334	false	496.82608	1210.0981	1	1	0.2512061	0.0	0.0	2	6389	6411	5	7590.175	
8067	2963.5	499.51855	false	498.5113	721.78	1	1	0.81389236	0.0	0.0	2	8056	8079	5	4598.146	
6515	2405.06	499.68045	false	997.3464	910.01636	2	1	0.9850993	0.0	0.0	2	6505	6527	5	7707.5615	
5187	1925.32	499.77045	false	1995.0527	10982.41	4	1	0.32651392	0.0	0.0	4	5152	5251	18	218037.42	
7355	2706.94	500.0464	false	1996.1565	541.8637	4	1	0.91584206	0.0	0.0	3	7349	7379	6	3684.4875	
9993	3664.14	500.26837	false	499.2611	487.2127	1	1	0.22041011	0.0	0.0	3	9970	9999	6	3470.381	
8696	3188.61	501.1111	false	1000.2077	316.9344	2	1	0.8314169	0.0	0.0	2	8684	8708	5	2634.3984	
9267	3395.69	502.91663	false	1003.8187	393.6133	2	1	0.7806189	0.0	0.0	2	9250	9272	5	2537.3623	
9118	3341.39	503.11798	false	1506.3322	284.71503	3	1	0.53600216	0.0	0.0	3	9106	9136	6	2708.06	
5508	2039.86	503.79007	true	1005.5656	62796.656	2	1	0.23903932	0.0	0.0	3	5468	5566	18	1142292.6	
5814	2148.42	505.1525	false	504.14523	1283.7031	1	1	0.4670169	0.0	0.0	2	5802	5826	5	10953.775	
5299	1964.85	506.31845	false	505.3112	1634.6923	1	1	0.5576576	0.0	0.0	2	5281	5304	5	12762.674	
9032	3309.96	509.08966	false	1524.2472	215.3208	3	1	0.40334344	0.0	0.0	3	9021	9043	5	2620.9172	
6168	2279.39	509.32123	true	1016.6279	13138.125	2	1	0.20953311	0.0	0.0	3	6118	6221	19	358653.3	
8957	3282.82	509.41534	false	1016.81616	222.67328	2	1	0.7766555	0.0	0.0	2	8941	8975	7	2827.9775	
9650	3538.25	510.79105	false	1019.56757	460.4915	2	1	0.8942869	0.0	0.0	2	9627	9671	9	5295.6953	
5083	1887.86	510.95364	true	1529.8391	26749.492	3	1	0.6947507	0.0	0.0	3	5032	5129	18	491595.6	
6677	2463.78	511.73633	false	510.72906	1234.468	1	1	0.23764877	0.0	0.0	2	6659	6683	5	8372.008	
7326	2696.65	513.0758	false	512.06854	707.28546	1	1	0.28570205	0.0	0.0	2	7314	7337	5	5914.5664	
7907	2905.14	513.1827	false	512.1754	470.58398	1	1	0.33265015	0.0	0.0	2	7896	7919	5	3924.8506	
8531	3130.12	515.9564	false	2059.7966	212.62708	4	1	0.87374324	0.0	0.0	3	8526	8549	5	2415.0823	
6794	2505.46	516.1549	false	515.14764	585.429	1	1	0.34898525	0.0	0.0	2	6788	6818	6	6211.9673	
6760	2492.98	516.54645	false	1031.0784	1251.6246	2	1	0.3872814	0.0	0.0	3	6742	6771	6	10073.962	
8009	2942.57	518.5142	false	517.50696	345.91904	1	1	0.44681123	0.0	0.0	2	7985	8015	6	2963.6204	
9328	3418.8	518.7298	false	517.72253	254.07771	1	1	0.67337346	0.0	0.0	2	9323	9352	6	2254.735	
5328	1975.34	520.12427	false	519.117	1072.4888	1	1	0.5232177	0.0	0.0	2	5322	5350	6	13101.14	
9560	3504.53	521.4574	false	1040.9003	248.3313	2	1	0.8576236	0.0	0.0	2	9544	9572	6	2478.2964	
8883	3255.58	523.1591	false	2088.6074	349.14062	4	1	0.8347514	0.0	0.0	3	8859	8889	6	2415.7854	
7076	2606.4	525.7925	false	524.7852	768.82275	1	1	0.518557	0.0	0.0	2	7064	7088	5	6331.351	
5374	1991.95	526.04034	false	525.0331	2157.1785	1	1	0.6005597	0.0	0.0	2	5368	5398	6	15593.651	
5287	1960.7	527.6303	false	526.62305	1596.2181	1	1	0.32241473	0.0	0.0	2	5275	5299	5	13147.462	
5497	2035.77	529.0119	false	528.00464	2264.241	1	1	0.2842415	0.0	0.0	2	5473	5525	10	29206.523	
5263	1952.51	529.12103	false	528.1138	2468.725	1	1	0.7985426	0.0	0.0	2	5239	5275	7	20974.523	
7070	2604.35	530.0727	false	529.0654	825.6169	1	1	0.87555736	0.0	0.0	2	7064	7088	5	5729.409	
5199	1929.53	530.60785	true	1588.8018	23617.7	3	1	0.8543268	0.0	0.0	3	5170	5239	13	315247.56	
6001	2218.2	531.15393	false	530.14667	1560.4336	1	1	0.57355326	0.0	0.0	2	5995	6018	5	11980.495	
6999	2579.17	531.59216	false	530.5849	1316.4319	1	1	0.47714412	0.0	177.26422	3	6987	7011	5	8919.976	
5287	1960.7	533.62445	false	532.6172	6205.201	1	1	0.54802644	0.0	0.0	2	5269	5333	12	114405.13	
5293	1962.76	533.9598	false	532.9525	8277.243	1	1	0.6763279	0.0	24.224152	2	5275	5333	11	107181.27	
9165	3358.24	534.548	false	533.5407	538.9319	1	1	0.71243346	0.0	0.0	2	9142	9171	6	3854.5442	
6146	2271.02	534.634	true	1600.8801	10047.838	3	1	0.70513844	0.0	0.0	3	6090	6209	22	238201.62	
7854	2886.31	534.76355	true	533.7563	646.1322	1	1	0.6813003	0.0	0.0	2	7842	7866	5	4102.2944	
5362	1987.81	535.2901	true	1602.8485	36783.086	3	1	0.15060122	0.0	0.0	4	5328	5398	13	615485.1	
8266	3034.0	535.45465	false	1068.8948	407.85077	2	1	0.88417524	0.0	0.0	2	8260	8283	5	3157.4749	
9410	3448.15	538.3342	false	1611.981	719.3238	3	1	0.5520662	0.0	90.470825	3	9393	9427	7	7159.753	
8009	2942.57	538.5777	false	537.57043	574.31946	1	1	0.22581206	0.0	0.0	2	7991	8015	5	3067.6921	
6366	2350.58	538.65936	false	537.6521	2912.5884	1	1	0.31634393	0.0	323.6002	2	6354	6378	5	19270.549	
9718	3563.55	538.9936	false	537.9863	198.92642	1	1	0.6140019	0.0	54.483147	2	9706	9734	6	3405.139	
6970	2568.82	539.637	true	1615.8893	4364.266	3	1	0.6783491	0.0	39.63955	3	6934	6993	11	43150.297	
8428	3092.21	542.04266	false	1082.0708	368.94336	2	1	0.97942847	0.0	35.773632	2	8411	8433	5	3286.864	
5140	1908.75	544.8014	true	1087.5883	148718.44	2	1	0.33755532	0.0	0.0	3	5101	5181	15	2240222.8	
7659	2815.37	545.127	false	1632.3593	342.4559	3	1	0.46486506	0.0	0.0	3	7643	7664	5	2793.3152	
9838	3607.76	545.24786	false	544.2406	268.42612	1	1	0.48261315	0.0	0.0	2	9826	9849	5	2276.82	
8451	3100.62	547.73334	false	1093.4521	297.062	2	1	0.87030315	0.0	0.0	2	8428	8457	6	2303.4832	
7958	2923.97	550.3134	false	1098.6123	513.5408	2	1	0.45954937	0.0	0.0	3	7953	7974	5	3964.0845	
8260	3031.99	553.5362	false	552.52893	232.5519	1	1	0.8195825	0.0	0.0	2	8248	8271	5	1952.4269	
5773	2133.75	554.32196	true	1659.9441	8780.25	3	1	0.75504076	0.0	0.0	3	5732	5808	14	201079.27	
6557	2419.75	554.82404	true	1107.6335	40295.938	2	1	0.30452707	0.0	0.0	3	6510	6609	18	819084.56	
5655	2091.78	554.982	true	1661.9242	12980.106	3	1	0.7931798	0.0	0.0	3	5614	5703	16	205523.78	
5826	2152.75	555.32166	true	1108.6288	41289.68	2	1	0.05449642	0.0	0.0	3	5790	5880	16	675821.06	
8618	3161.44	555.62244	false	554.6152	430.36755	1	1	0.60458153	0.0	0.0	2	8612	8642	6	3036.0771	
6591	2432.25	557.3302	true	1668.9688	6324.633	3	1	0.738644	0.0	0.0	3	6557	6626	13	84678.85	
9644	3536.15	557.3501	false	556.34283	271.7289	1	1	0.22309761	0.0	0.0	2	9633	9656	5	2330.0754	
8201	3011.29	558.3764	false	1114.7383	307.43066	2	1	0.936124	0.0	0.0	2	8190	8213	5	2535.2715	
5038	1871.05	558.8263	true	1115.6381	80864.23	2	1	0.3634798	0.0	0.0	3	5004	5077	14	1148463.9	
6707	2474.24	560.80554	false	559.7983	939.4833	1	1	0.53180504	0.0	0.0	2	6683	6725	8	11270.321	
8917	3268.1	564.02997	false	1126.0454	393.65802	2	1	0.20418361	0.0	0.0	3	8901	8935	7	4047.004	
7427	2732.18	565.1027	false	564.09546	567.88025	1	1	0.75037605	0.0	0.0	2	7403	7445	8	7032.703	
6042	2233.04	565.30884	true	2257.2063	20939.672	4	1	0.47641215	0.0	0.0	4	5985	6078	17	382499.25	
5404	2002.28	567.62946	true	1699.8666	9137.785	3	1	0.8465765	0.0	0.0	3	5368	5450	15	166764.0	
6562	2421.86	567.8134	false	566.80615	1695.7969	1	1	0.32604432	0.0	0.0	2	6551	6574	5	10561.769	
9843	3609.88	568.04	false	567.0327	515.0503	1	1	0.38375401	0.0	18.281507	2	9832	9855	5	4337.45	
5287	1960.7	568.31854	true	2269.245	28842.3	4	1	0.48080644	0.0	0.0	4	5233	5345	20	490663.44	
5010	1860.61	569.30896	true	1704.905	11824.66	3	1	0.8487068	0.0	0.0	3	4975	5038	12	191367.39	
6603	2436.58	569.6455	true	1705.9148	2284.751	3	1	0.7378222	0.0	0.0	3	6585	6631	9	36408.902	
8830	3236.89	571.69446	false	1141.3744	232.60092	2	1	0.9349175	0.0	0.0	2	8819	8842	5	2010.3108	
9072	3324.48	572.0278	false	571.0205	482.838	1	1	0.45010462	0.0	0.0	2	9066	9095	6	4294.9688	
6579	2428.03	573.8336	true	1145.6527	10564.411	2	1	0.29467928	0.0	0.0	3	6533	6621	16	243613.38	
5175	1921.13	581.32104	true	1160.6276	42893.18	2	1	0.34051374	0.0	0.0	3	5140	5210	13	659567.8	
7226	2660.96	581.99384	true	1742.9597	7008.3193	3	1	0.1724293	0.0	0.0	4	7164	7279	21	142428.78	
7331	2698.71	582.60187	true	1744.7838	3914.831	3	1	0.763839	0.0	0.0	3	7308	7349	8	39730.68	
7637	2807.11	583.9984	true	1748.9734	2208.0251	3	1	0.7953532	0.0	0.0	3	7614	7653	8	25193.45	
6527	2409.29	584.19446	false	583.1872	1047.1213	1	1	0.72481024	0.0	0.0	2	6505	6533	6	7844.272	
6336	2340.12	585.0124	true	1752.0154	4299.238	3	1	0.79843986	0.0	5.7006702	3	6324	6360	7	45089.684	
6846	2524.62	585.05554	false	584.0483	2025.5542	1	1	0.40140554	0.0	387.80075	2	6834	6875	8	21059.434	
5637	2085.6	585.3431	true	1168.6716	50764.61	2	1	0.3607724	0.0	0.0	3	5584	5685	18	1108877.4	
6146	2271.02	586.0512	false	585.04395	1547.5662	1	1	0.44455647	0.0	0.0	2	6140	6163	5	11158.837	
7480	2751.09	586.68024	false	585.673	841.47235	1	1	0.29689875	0.0	0.0	2	7462	7486	5	6717.539	
5263	1952.51	587.86975	true	1173.725	25847.242	2	1	0.3241318	0.0	0.0	3	5222	5316	17	509779.06	
8138	2988.31	589.0163	false	588.00903	490.74146	1	1	0.61474013	0.0	0.0	2	8126	8149	5	4161.9805	
9855	3614.07	589.0364	false	588.0291	1022.1992	1	1	0.89548135	0.0	196.46666	2	9849	9877	6	8334.701	
8636	3167.64	589.3264	false	1764.9575	391.73267	3	1	0.65461814	0.0	146.73503	3	8618	8654	7	7614.5337	
