# algorithm=org.fhcrc.cpas.tools.FeatureStrategyPeakClusters
# date=Tue Mar 14 10:02:41 PST 2006
# filter= --scanFirst=5000 --scanLast=10000
# java.vendor=Sun Microsystems Inc.
# java.version=1.5.0_06
# origSourceFile=ms1features_2.tsv
# revision=3841
# user.name=dhmay
scan	time	mz	accurateMZ	mass	intensity	charge	chargeStates	kl	background	median	peaks	scanFirst	scanLast	scanCount	totalIntensity	description
8888	3263.57	416.19446	false	830.3744	321.28836	2	1	0.5092561	0.0	0.0	2	8876	8899	5	2354.0002	
6439	2379.41	416.97223	false	415.96497	921.39185	1	1	0.4156591	0.0	0.0	2	6427	6451	5	7659.4644	
5192	1927.19	417.01654	false	832.01855	3115.1343	2	1	0.79552114	0.0	0.0	2	5176	5204	6	21726.467	
5364	1989.53	417.87442	false	416.86716	1710.8142	1	1	0.5140802	0.0	0.0	2	5358	5382	5	11180.159	
6116	2262.65	417.88058	false	416.87332	1177.9353	1	1	0.24842578	0.0	0.0	2	6106	6133	6	11065.463	
8546	3137.95	419.30554	false	836.59656	299.00867	2	1	0.5367831	0.0	11.76089	2	8528	8576	9	9276.915	
9060	3326.12	422.31226	false	1685.22	326.41513	4	1	0.98025554	0.0	0.0	5	9036	9077	8	3572.0386	
8945	3284.51	422.84692	false	421.83966	306.56464	1	1	0.3992958	0.0	0.0	2	8928	8968	8	4532.9023	
7720	2838.44	424.57172	false	1270.6934	454.119	3	1	0.33261213	0.0	0.0	3	7715	7738	5	3383.8577	
9586	3520.77	424.73492	false	423.72766	172.92052	1	1	0.48033676	0.0	0.0	2	9568	9598	6	2317.6519	
5862	2170.38	425.4407	false	1697.7338	1403.9475	4	1	0.6675672	0.0	0.0	3	5856	5886	6	11558.466	
7653	2813.39	428.17468	false	427.16742	484.17383	1	1	0.74265563	0.0	20.345665	2	7635	7664	6	6904.178	
9740	3577.48	428.4893	false	854.96405	452.56647	2	1	0.81561154	0.0	0.01408037	2	9717	9746	6	3630.5715	
6334	2341.75	430.72226	false	429.715	1402.752	1	1	0.2630559	0.0	0.0	2	6310	6352	8	20665.832	
8599	3156.65	430.87988	false	429.87262	363.4101	1	1	0.18717894	0.0	6.569194	2	8564	8599	7	3412.4744	
5980	2212.3	431.0395	false	860.06445	1645.5209	2	1	0.9308692	0.0	0.0	2	5962	5986	5	13921.695	
7269	2675.54	431.38892	false	430.38165	809.69885	1	1	0.65592587	0.0	0.0	2	7258	7286	6	6180.534	
8220	3019.29	431.97415	false	430.9669	396.86188	1	1	0.36671606	0.0	0.0	2	8205	8225	5	2954.56	
8796	3229.97	433.5482	false	865.08185	347.50067	2	1	0.5771727	0.0	0.0	2	8780	8802	5	2336.2007	
9410	3456.08	433.8258	false	432.81854	373.88916	1	1	0.2674431	0.0	0.0	3	9388	9415	6	2622.3953	
6906	2546.2	434.52777	false	433.5205	561.80035	1	1	0.17925704	0.0	0.0	2	6894	6936	8	10398.123	
8945	3284.51	435.3316	false	868.6487	400.3548	2	1	0.7245487	0.0	0.0	2	8940	8963	5	2771.6018	
8940	3282.37	435.57617	false	1738.2756	313.14502	4	1	0.80700517	0.0	0.0	3	8922	8945	5	2675.5115	
8758	3215.28	435.87073	false	434.86346	505.48065	1	1	0.21880202	0.0	0.0	2	8740	8764	5	3394.6921	
6561	2423.12	435.94446	false	434.9372	1287.709	1	1	0.98845124	0.0	0.0	2	6549	6572	5	8188.4775	
5110	1896.33	436.1258	false	435.11853	3344.235	1	1	0.5534223	0.0	0.0	2	5092	5121	6	25321.361	
7253	2669.26	436.52576	false	435.5185	308.473	1	1	0.48003218	0.0	0.0	2	7241	7269	6	5411.286	
9683	3556.37	436.7222	false	871.4299	381.7691	2	1	0.59533507	0.0	0.0	2	9662	9694	7	2912.2432	
8330	3058.6	438.75003	false	437.74277	482.94656	1	1	0.24048929	0.0	0.0	2	8324	8346	5	3755.3398	
6013	2224.99	438.89526	false	875.776	2180.4043	2	1	0.67692137	0.0	0.0	3	6002	6025	5	19000.691	
5624	2082.77	439.23853	false	876.4625	2510.6003	2	1	0.85366416	0.0	0.0	2	5618	5641	5	15667.394	
8945	3284.51	439.61118	false	438.6039	338.804	1	1	0.42046547	0.0	0.0	2	8940	8963	5	2301.4258	
5149	1910.76	440.30554	false	439.29828	2076.1987	1	1	0.9851611	0.0	0.0	2	5138	5176	8	19146.525	
5222	1937.57	440.54535	false	439.5381	1432.4607	1	1	0.28214648	0.0	0.0	2	5210	5239	6	16015.959	
6491	2398.12	441.6111	false	440.60385	977.5713	1	1	0.3712413	0.0	0.0	2	6486	6515	6	8858.276	
7986	2934.16	442.06747	false	882.1204	336.28098	2	1	0.62255806	0.0	0.0	2	7969	7992	5	2644.686	
9985	3667.52	442.3189	false	441.31165	476.78482	1	1	0.7151165	0.0	0.0	3	9973	9996	5	3441.2104	
8260	3033.51	442.80554	false	441.79828	348.3474	1	1	0.83501303	0.0	0.0	2	8254	8284	6	2841.2922	
9147	3357.52	443.14865	false	884.2828	188.50813	2	1	0.83631957	0.0	0.0	2	9130	9152	5	1943.1683	
9298	3414.22	444.22256	false	886.4306	285.0276	2	1	0.6852198	0.0	0.0	2	9292	9315	5	3233.89	
9808	3602.62	444.3783	false	443.37103	226.78168	1	1	0.23134388	0.0	0.0	2	9802	9831	6	2108.1484	
5715	2116.22	445.3678	false	444.36053	1999.229	1	1	0.7300341	0.0	0.0	2	5709	5739	6	10613.306	
9203	3378.51	447.34634	false	446.33908	404.83313	1	1	0.15589814	0.0	0.0	2	9168	9219	10	5101.621	
8254	3031.37	448.08783	false	447.08057	503.48126	1	1	0.7078766	0.0	0.0	3	8231	8272	8	5025.4033	
7755	2850.96	448.17245	false	894.3304	943.0692	2	1	0.93219984	0.0	0.0	2	7743	7766	5	6301.789	
6138	2270.95	448.60718	false	895.1998	1470.0559	2	1	0.962116	0.0	0.0	2	6133	6161	6	12960.147	
8335	3060.72	448.77777	false	895.541	275.07852	2	1	0.6830218	0.0	0.0	2	8330	8351	5	2752.629	
7836	2880.28	450.06497	false	898.1154	310.2804	2	1	0.8855821	0.0	0.0	2	7830	7852	5	2789.184	
7836	2880.28	450.3337	false	449.32645	632.0587	1	1	0.45591578	0.0	0.0	2	7819	7842	5	4118.43	
5302	1966.61	450.99997	false	449.9927	937.9435	1	1	0.6297951	0.0	0.0	2	5284	5307	5	9914.147	
6924	2552.55	451.75854	false	901.50256	3820.2505	2	1	0.910577	0.0	0.0	2	6871	6953	15	59283.695	
5012	1860.83	451.75964	true	1803.0095	18003.541	4	1	0.2431326	0.0	0.0	5	4955	5046	17	391504.38	
9746	3579.57	452.6002	false	451.59293	595.77167	1	1	0.1948549	0.0	0.0	2	9734	9757	5	3745.1865	
6346	2345.99	452.87927	false	451.872	932.7926	1	1	0.78501916	0.0	0.0	2	6340	6368	6	8563.711	
9168	3365.93	452.9872	false	451.97995	131.01111	1	1	0.4569041	0.0	0.0	2	9162	9192	6	1500.5986	
5727	2120.26	453.21625	false	452.20898	945.4132	1	1	0.67143995	0.0	0.0	2	5709	5733	5	9185.726	
9985	3667.52	453.8424	false	452.83514	417.1789	1	1	0.8170199	0.0	0.0	2	9979	10002	5	3163.4333	
5641	2089.1	454.48975	false	906.96497	1466.9199	2	1	0.8049232	0.0	0.0	2	5630	5664	7	15009.687	
6427	2375.26	455.76575	false	454.75848	796.4264	1	1	0.57550055	0.0	0.0	2	6421	6445	5	5440.3813	
8701	3194.4	456.12192	false	910.2293	446.17993	2	1	0.86663496	0.0	0.0	2	8677	8718	8	4607.6597	
5204	1931.37	456.79312	false	911.5717	1511.1401	2	1	0.8705149	0.0	0.0	2	5192	5216	5	12526.352	
6247	2310.44	457.30096	false	912.5874	1963.3086	2	1	0.8821703	0.0	0.0	2	6225	6252	6	11849.748	
5382	1995.65	457.81638	false	913.6182	1781.1099	2	1	0.8299871	0.0	0.0	2	5376	5405	6	13447.505	
5502	2039.38	458.37366	false	1372.0991	2667.1033	3	1	0.870803	0.0	0.0	3	5467	5520	10	40571.88	
9734	3575.4	459.73456	false	1834.9092	246.34451	4	1	0.6624056	0.0	0.0	3	9711	9740	6	2669.173	
9746	3579.57	461.0981	false	920.1817	119.50332	2	1	0.5677503	0.0	0.0	2	9728	9757	6	1954.2828	
8523	3129.5	461.41675	false	920.819	386.75058	2	1	0.7549889	0.0	0.0	2	8501	8546	9	4391.863	
8028	2948.8	462.4209	false	461.41364	309.38602	1	1	0.30046263	0.0	0.0	2	8010	8034	5	2986.2566	
6965	2566.98	462.4843	false	461.47705	962.6954	1	1	0.35906285	0.0	0.0	2	6953	6977	5	8054.4697	
8517	3127.45	462.8762	false	923.73785	276.10385	2	1	0.66785544	0.0	0.0	2	8501	8523	5	1631.4747	
7939	2917.53	464.13882	false	1852.5262	435.34036	4	1	0.70099163	0.0	92.80075	3	7916	7945	6	4847.969	
5382	1995.65	464.14746	false	463.1402	1383.4641	1	1	0.23601514	0.0	201.02774	2	5352	5400	9	28088.76	
6830	2519.18	464.15546	false	926.2964	1641.3971	2	1	0.8550698	0.0	296.66483	2	6818	6853	7	23356.646	
7749	2848.86	464.56793	false	463.56067	322.84296	1	1	0.33182898	0.0	0.0	2	7732	7755	5	2632.4238	
7732	2842.56	464.85715	false	927.69977	674.5023	2	1	0.8987002	0.0	0.0	2	7715	7738	5	4046.5125	
7607	2796.63	464.98584	false	927.95715	447.88266	2	1	0.7777928	0.0	0.0	2	7601	7625	5	3945.6787	
6776	2500.54	464.98892	false	463.98166	797.55884	1	1	0.20827806	0.0	0.0	2	6758	6782	5	6571.496	
6346	2345.99	465.7851	true	929.55566	61280.863	2	1	0.20068482	0.0	0.0	3	6287	6398	20	1269727.8	
6486	2396.0	465.87164	false	929.72876	1425.6226	2	1	0.85220337	0.0	0.0	2	6474	6497	5	10204.559	
7863	2890.57	467.2473	false	466.24005	414.00763	1	1	0.35149577	0.0	0.0	2	7847	7869	5	2533.6653	
9552	3508.3	467.95462	false	933.8947	240.16446	2	1	0.8368981	0.0	0.0	2	9518	9558	8	2787.641	
5525	2047.71	468.27148	true	934.52844	42237.55	2	1	0.2063183	0.0	0.0	4	5479	5577	18	825016.56	
9495	3487.35	468.94885	false	935.8832	344.1155	2	1	0.82702214	0.0	0.0	2	9490	9512	5	3078.1433	
5612	2078.61	470.27774	false	938.54095	6581.5195	2	1	0.6404348	0.0	0.0	3	5583	5630	9	76423.33	
6167	2281.35	470.29095	false	938.5674	1061.9303	2	1	0.8321019	0.0	0.0	2	6150	6189	8	11136.626	
8318	3054.35	470.43625	false	938.858	299.8681	2	1	0.99895483	0.0	0.0	2	8312	8340	6	2305.828	
9535	3502.09	470.87198	false	939.72943	256.21378	2	1	0.8206475	0.0	0.0	2	9518	9547	6	3245.4963	
5490	2035.24	472.0202	false	942.0259	1670.3125	2	1	0.28169766	0.0	0.0	3	5479	5502	5	13909.317	
7974	2930.1	472.24997	false	471.2427	223.21237	1	1	0.31915477	0.0	0.0	2	7945	7974	6	3202.5125	
6947	2560.68	472.36115	false	471.35388	1068.3562	1	1	0.50975984	0.0	0.0	2	6936	6965	6	8711.68	
7386	2717.27	472.5784	false	471.57114	579.7745	1	1	0.60686266	0.0	0.0	2	7362	7398	7	5374.07	
8324	3056.5	473.5399	false	472.53262	406.7047	1	1	0.54047555	0.0	0.0	2	8301	8330	6	2587.9824	
7951	2921.75	473.60892	false	472.60165	478.02362	1	1	0.37030736	0.0	0.0	2	7939	7974	7	4837.506	
7445	2738.17	475.28717	false	948.5598	645.897	2	1	0.76188695	0.0	0.0	2	7433	7457	5	5360.686	
7561	2779.79	475.80832	false	474.80106	523.75867	1	1	0.35918236	0.0	0.0	2	7555	7579	5	4218.2476	
8992	3301.19	475.8991	false	474.89185	367.67487	1	1	0.6895476	0.0	5.4000816	2	8974	8998	5	2841.5662	
8734	3206.92	476.12784	false	1900.4823	416.35168	4	1	0.75181395	0.0	0.0	3	8713	8740	6	2934.2944	
8467	3108.74	476.41666	false	950.8188	349.15656	2	1	0.8952775	0.0	0.0	2	8444	8478	7	3921.4858	
8438	3098.26	478.90976	false	1911.61	589.7254	4	1	0.50752866	0.0	22.22876	4	8432	8456	5	4101.907	
5394	1999.89	479.92984	true	1436.7677	13635.896	3	1	0.57086605	0.0	0.0	3	5284	5444	29	388340.72	
5624	2082.77	481.61224	true	1441.815	29126.115	3	1	0.61137307	0.0	0.0	3	5565	5670	19	601358.8	
8369	3073.3	481.91122	false	961.8079	365.77518	2	1	0.87767816	0.0	0.0	2	8363	8387	5	2383.491	
8101	2975.85	482.54056	false	963.0666	390.64832	2	1	0.83128387	0.0	0.0	2	8085	8107	5	3179.5366	
8644	3173.34	482.62543	false	1444.8545	392.44644	3	1	0.4759651	0.0	0.0	3	8621	8649	6	3298.8696	
9467	3477.0	483.40295	false	482.3957	382.77664	1	1	0.43775776	0.0	0.0	2	9444	9473	6	2684.2014	
6008	2222.85	483.91666	false	482.9094	1041.2151	1	1	0.48527694	0.0	0.0	2	5991	6013	5	9633.229	
7525	2767.27	483.94446	false	965.8744	564.4663	2	1	0.81811714	0.0	0.0	2	7514	7537	5	5063.398	
5098	1892.11	484.54022	false	1934.1318	1902.5203	4	1	0.46677297	0.0	0.0	4	5075	5121	9	23387.553	
7468	2746.61	484.6	false	483.59274	514.65247	1	1	0.89362925	0.0	0.0	2	7445	7474	6	4005.1313	
7596	2792.55	484.83414	false	967.65375	523.2464	2	1	0.8711484	0.0	0.0	2	7579	7607	6	4228.2124	
7801	2867.68	485.43512	false	968.8557	321.8255	2	1	0.691373	0.0	0.0	2	7783	7807	5	2791.5881	
9711	3566.83	487.10696	false	972.1994	301.92932	2	1	0.8371416	0.0	0.0	2	9689	9717	6	2042.3014	
8387	3079.46	487.6737	false	973.3329	433.20764	2	1	0.9038408	0.0	0.0	2	8381	8409	6	2770.5962	
8398	3083.57	487.98175	false	973.949	320.2759	2	1	0.9462137	0.0	0.0	2	8387	8409	5	2425.5706	
8713	3198.5	488.0101	false	487.00284	304.50742	1	1	0.81100565	0.0	0.0	2	8689	8718	6	2320.2537	
7154	2633.6	488.7263	false	487.71902	300.17535	1	1	0.30882317	0.0	0.0	2	7119	7165	9	7719.3125	
9174	3367.96	490.98486	false	979.9552	306.58395	2	1	0.82507	0.0	0.0	2	9162	9192	6	3245.021	
5081	1885.87	491.509	false	490.50174	1902.7164	1	1	0.8710522	0.0	0.0	2	5063	5087	5	13799.332	
6531	2412.74	491.7847	false	981.5549	1146.9177	2	1	0.90878737	0.0	0.0	2	6525	6555	6	11255.583	
6699	2473.37	491.9355	true	1472.7847	7657.838	3	1	0.6274814	0.0	0.0	3	6652	6746	17	121057.09	
7374	2713.16	492.25977	false	491.2525	772.47864	1	1	0.26589695	0.0	0.0	2	7362	7409	9	7659.6523	
6871	2533.7	493.02777	false	984.041	404.85248	2	1	0.88313174	0.0	0.0	2	6865	6889	5	5748.4995	
8593	3154.62	493.27774	false	492.27048	1744.8496	1	1	0.22852309	0.0	0.0	2	8564	8610	9	19662.475	
5149	1910.76	493.65286	false	985.2912	2003.3281	2	1	0.9853553	0.0	0.0	3	5143	5166	5	19373.957	
7670	2819.59	494.54245	false	987.0704	424.44827	2	1	0.8753902	0.0	0.0	2	7658	7681	5	3509.6016	
8369	3073.3	495.33334	false	988.65216	451.0498	2	1	0.7716353	0.0	0.0	2	8346	8375	6	3750.643	
8701	3194.4	495.6087	false	989.2029	370.2378	2	1	0.7990164	0.0	0.0	2	8683	8707	5	2630.3022	
5595	2072.33	495.65475	false	989.295	1087.1758	2	1	0.9416688	0.0	0.0	2	5577	5601	5	8214.363	
9320	3422.66	495.70834	false	494.70108	403.02167	1	1	0.2602848	0.0	0.0	3	9303	9326	5	3541.5715	
7675	2821.69	496.1518	false	990.28906	383.33185	2	1	0.81040907	0.0	0.0	2	7670	7692	5	2379.8271	
7047	2596.2	497.0305	false	992.04645	787.24084	2	1	0.9080961	0.0	0.0	2	7035	7059	5	6591.705	
8450	3102.46	497.38907	false	496.3818	385.58392	1	1	0.4251207	0.0	0.0	2	8438	8461	5	3226.0315	
6693	2471.28	499.25003	false	498.24277	1648.3801	1	1	0.24862401	0.0	0.0	2	6676	6705	6	12177.285	
8432	3096.13	502.84262	false	501.83536	308.89886	1	1	0.21539831	0.0	0.0	2	8420	8444	5	2620.8816	
5980	2212.3	503.27774	false	502.27048	1528.5951	1	1	0.28926873	0.0	0.0	2	5974	5997	5	10708.554	
5154	1912.78	503.30255	false	2009.1812	5659.637	4	1	0.9316971	0.0	0.0	5	5143	5166	5	37545.598	
5502	2039.38	503.79013	true	1005.56573	57883.656	2	1	0.24248941	0.0	0.0	4	5449	5554	19	1069266.6	
7258	2671.38	506.59775	false	505.59048	458.5272	1	1	0.4688045	0.0	0.0	2	7253	7280	6	4779.683	
8136	2988.2	506.9445	false	505.93723	509.63885	1	1	0.19235347	0.0	0.0	2	8119	8142	5	3525.099	
5682	2103.62	507.05554	false	506.04828	2261.9126	1	1	0.3955694	0.0	0.0	2	5664	5687	5	13974.798	
7830	2878.1	509.812	false	508.80475	681.14	1	1	0.20708211	0.0	0.0	2	7825	7852	6	3754.4639	
8363	3071.12	509.9398	false	508.93253	413.24933	1	1	0.5821753	0.0	0.0	2	8351	8375	5	2654.6008	
5087	1888.0	510.9537	true	1529.8394	29517.535	3	1	0.19486171	0.0	0.0	4	5041	5127	16	485689.66	
9433	3464.32	511.56842	false	510.56116	266.79443	1	1	0.63665456	0.0	0.0	3	9410	9439	6	2641.9338	
5974	2210.16	514.28156	false	2053.0972	4063.9375	4	1	0.47744036	0.0	0.0	4	5956	5986	6	28164.867	
8051	2957.06	516.6389	false	1031.2633	546.9377	2	1	0.8638981	0.0	0.0	2	8034	8057	5	3173.329	
6877	2535.88	517.8215	true	1033.6284	663.95703	2	1	0.90449244	0.0	0.0	2	6871	6894	5	4643.897	
5222	1937.57	518.4167	false	517.4094	2896.4263	1	1	0.29301822	0.0	0.0	2	5210	5239	6	19914.79	
5444	2018.43	518.90204	false	517.8948	2568.1472	1	1	0.4851074	0.0	0.0	2	5432	5455	5	17139.852	
7703	2832.04	518.90576	false	517.8985	560.86694	1	1	0.6447144	0.0	0.0	2	7681	7709	6	3156.8296	
8398	3083.57	518.9222	false	1035.8298	171.32564	2	1	0.84804624	0.0	0.0	2	8387	8414	6	2255.3997	
8398	3083.57	519.83575	false	1037.657	399.5678	2	1	0.94202834	0.0	0.0	2	8393	8420	6	3169.8323	
6640	2452.52	520.1389	false	519.13165	1742.0552	1	1	0.5489536	0.0	0.0	2	6629	6658	6	14999.762	
7119	2621.28	521.0892	false	1040.1638	1015.4021	2	1	0.99686724	0.0	126.20076	2	7095	7125	6	10616.487	
6912	2548.31	521.1389	false	520.13165	899.4546	1	1	0.25824317	0.0	16.482414	2	6889	6930	8	16671.906	
9506	3491.63	521.3803	false	1561.1191	473.23108	3	1	0.5016624	0.0	0.0	3	9501	9523	5	2894.9463	
6889	2539.91	521.4867	false	520.47943	550.21326	1	1	0.42123207	0.0	0.0	2	6877	6900	5	4544.779	
7573	2784.04	521.5701	false	1041.1257	377.44446	2	1	0.8879918	0.0	0.0	2	7561	7584	5	3215.8267	
9677	3554.34	522.17554	false	1042.3365	407.3734	2	1	0.83254945	0.0	0.0	2	9656	9694	8	4547.676	
5041	1871.3	522.292	false	521.2847	4249.599	1	1	0.31016567	0.0	0.0	2	5029	5057	6	37745.707	
8842	3246.91	525.54254	false	524.5353	392.72205	1	1	0.48400548	0.0	0.0	2	8831	8859	6	2926.9202	
7561	2779.79	526.48236	false	525.4751	892.72235	1	1	0.27249727	0.0	0.0	2	7549	7573	5	6037.3203	
6252	2312.45	527.77783	false	526.77057	1343.4731	1	1	0.2518379	0.0	0.0	3	6236	6264	6	13743.424	
8101	2975.85	528.1667	false	1054.3188	331.83743	2	1	0.81512654	0.0	0.0	2	8096	8119	5	2265.8882	
6859	2529.65	529.3903	false	528.38306	671.5651	1	1	0.5067017	0.0	0.0	2	6848	6871	5	5571.387	
8746	3211.19	530.21576	false	529.2085	391.71222	1	1	0.19721109	0.0	0.0	2	8740	8764	5	3529.6196	
5198	1929.3	530.6079	true	1588.802	20321.543	3	1	0.774209	0.0	0.0	5	5166	5234	13	294859.72	
9157	3361.72	531.13885	false	1060.2632	306.4925	2	1	0.9866593	0.0	0.0	2	9136	9162	6	1890.5356	
5261	1952.21	531.6018	false	530.59454	3942.3413	1	1	0.88511705	0.0	615.479	2	5239	5273	7	48413.598	
6155	2277.32	532.289	false	1593.8452	1285.2076	3	1	0.9982063	0.0	73.10742	3	6144	6173	6	17137.21	
7023	2587.76	532.96295	false	531.9557	801.2639	1	1	0.8080603	0.0	0.0	2	7017	7047	6	5347.758	
5278	1958.41	533.6244	false	532.6171	9697.514	1	1	0.5678066	0.0	0.0	2	5234	5312	15	156403.61	
5273	1956.38	533.9568	false	532.9495	6301.0156	1	1	0.49845937	0.0	0.0	2	5222	5307	16	113515.95	
8375	3075.37	533.97705	false	532.9698	528.4933	1	1	0.3337133	0.0	0.0	2	8363	8393	6	3371.057	
9700	3562.75	534.3611	false	533.3538	325.93903	1	1	0.22950019	0.0	0.0	2	9683	9705	5	2119.185	
5352	1985.28	535.2899	true	1602.8479	42361.605	3	1	0.16011865	0.0	0.0	4	5312	5388	14	602036.5	
5874	2174.54	535.75995	false	534.7527	960.597	1	1	0.7540868	0.0	248.38239	2	5874	5910	7	20141.32	
7795	2865.51	539.4774	false	1076.9403	350.3782	2	1	0.8872243	0.0	0.0	2	7783	7807	5	2960.0564	
9662	3548.08	540.4605	false	1078.9065	529.6245	2	1	0.9462404	0.0	0.0	2	9656	9677	5	3011.8433	
8306	3050.22	541.01166	false	540.0044	584.8876	1	1	0.24298416	0.0	0.0	2	8295	8318	5	3887.991	
6380	2358.39	542.3391	false	541.33185	1092.2769	1	1	0.6760541	0.0	0.0	2	6363	6392	6	11965.569	
6025	2229.18	542.4609	false	541.4536	2558.9102	1	1	0.30335712	0.0	11.13528	2	6013	6054	8	19447.861	
8552	3139.96	542.51746	false	1083.0204	425.46588	2	1	0.90343523	0.0	20.291103	2	8534	8558	5	3454.608	
6386	2360.48	544.212	false	543.2047	460.27496	1	1	0.28585637	0.0	0.0	2	6368	6398	6	4325.656	
6509	2404.28	544.51294	false	543.5057	1023.3082	1	1	0.5394128	0.0	0.0	2	6497	6520	5	8573.98	
5143	1908.68	544.80164	true	1087.5887	145257.0	2	1	0.045237042	0.0	0.0	4	5110	5181	14	2126484.5	
7922	2911.33	545.24255	false	544.2353	2443.9658	1	1	0.30872393	0.0	0.0	2	7881	7974	17	47767.375	
6602	2437.85	547.9691	false	546.96185	724.34314	1	1	0.56670696	0.0	0.0	2	6596	6624	6	6175.6875	
